Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
"Guinea,GIN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,4079080000,4040730000"
Guinea,GIN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5783505600.41827,5830607791.61899
Guinea,GIN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-5.63867505763753,-1.66154166334309
Guinea,GIN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,48.7770160108349,43.3732638929645
Guinea-Bissau,GNB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,38.2055123094708,-23.7125705047312
Guinea-Bissau,GNB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,25.3210814862182,18.3682656120911
"Guinea-Bissau,GNB,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,380427720.449167,291804892.131917"
Guinea-Bissau,GNB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,456325855.803729,505406099.953271
Guinea-Bissau,GNB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,10.13048808769,11.9495676847713
Guinea-Bissau,GNB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.3620739934989,31.8137818932296
Guyana,GUY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Guyana,GUY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Guyana,GUY,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1575263927.05969,1804674882.76336"
Guyana,GUY,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Guyana,GUY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Guyana,GUY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Haiti,HTI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.118930657202341,-2.13167877007969
Haiti,HTI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.7808225917355,10.5576734334849
"Haiti,HTI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1779677628.68662,1732746849.1571"
Haiti,HTI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5635999404.48316,5107129494.68417
Haiti,HTI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.94421529714728,4.7242161666682
Haiti,HTI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.3577537109868,34.0110453423444
Honduras,HND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.36790374454002,0.972445522942962
Honduras,HND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.4548165613247,40.2189637388964
"Honduras,HND,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,7186375108.69924,7242995209.90441"
Honduras,HND,Imports of goods and services (current US$),NE.IMP.GNFS.CD,14945193703.4133,14740482898.6338
Honduras,HND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.52110943423098,-1.49646773549937
Honduras,HND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,62.0963456541272,59.2410142548624
Hong Kong SAR, China,HKG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.65413776338714,-6.14559576113066
Hong Kong SAR, China,HKG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,188.339507002291,177.651315174364
"Hong Kong SAR, China,HKG,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,681280769230.511,645030301195.922"
Hong Kong SAR, China,HKG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,682055750462.461,639345975716.69
Hong Kong SAR, China,HKG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.48655432079109,-7.24455500677622
Hong Kong SAR, China,HKG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,188.553266542735,176.092205965367
Hungary,HUN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.98456518620149,5.42447826451568
Hungary,HUN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.7553158559384,81.5297406120423
"Hungary,HUN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,134500310590.277,133717776348.51"
Hungary,HUN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,127658029816.132,129939637377.004
Hungary,HUN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.96350426077626,8.20603660986616
Hungary,HUN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,79.5051964069182,79.2216026672883
Iceland,ISL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.422232508969685,-5.34923454890823
Iceland,ISL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,46.0467623881339,43.7132484395931
"Iceland,ISL,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,12114260028.9833,10783073333.8616"
Iceland,ISL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11184534229.8477,9662621975.90014
Iceland,ISL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.907562904097347,-9.08832238145911
Iceland,ISL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,42.5901445762183,39.1494973417951
India,IND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.9318707467613,-3.38497816237084
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.9278285988562,18.664264897257
"India,IND,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,537042432147.227,546033120468"
India,IND,Imports of goods and services (current US$),NE.IMP.GNFS.CD,640300806738.542,602315056052.526
India,IND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.82269675205076,-0.838956281129839
India,IND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.6891407335327,21.2411386333872
Indonesia,IDN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.51414738149725,-0.477023225590827
Indonesia,IDN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.0027464972455,18.5915277970883
"Indonesia,IDN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,211931832768.586,200096685143.767"
Indonesia,IDN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,230045612377.312,213034646341.603
Indonesia,IDN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,12.1360161422099,-7.12694051761916
Indonesia,IDN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.0715624579547,19.0362497386225
Iran, Islamic Rep.,IRN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.392508699976631,-20.5988199796891
Iran, Islamic Rep.,IRN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.1163801000709,23.4838672675323
"Iran, Islamic Rep.,IRN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Iran, Islamic Rep.,IRN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,109487476420.219,90952229016.5156
Iran, Islamic Rep.,IRN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-27.2067772331545,-31.6108853990207
Iran, Islamic Rep.,IRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,27.4487096151447,27.2704670825754
Iraq,IRQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.26683943474391,4.63924377653318
Iraq,IRQ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.8026420265318,38.0518681988838
"Iraq,IRQ,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,91930700000,88902900000"
Iraq,IRQ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,56839934051.9975,72282500000
Iraq,IRQ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,16.619526841484,28.3755957863183
Iraq,IRQ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.9991497435766,30.9380702213968
Ireland,IRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.38125837066701,10.4808517943625
Ireland,IRL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,122.965602851189,127.271542898368
"Ireland,IRL,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,497858959870.311,534159357875.129"
Ireland,IRL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,369590321176.544,498622964033.842
Ireland,IRL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-1.62151486020302,40.624581534877
Ireland,IRL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,93.4580448835333,122.47422278388
Isle of Man,IMN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Isle of Man,IMN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Isle of Man,IMN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Isle of Man,IMN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Isle of Man,IMN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Isle of Man,IMN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Israel,ISR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.63269994153426,2.90776999068567
Israel,ISR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.9956981699176,29.254289607019
"Israel,ISR,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,112166500000,116705300000"
Israel,ISR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,109319813000.482,109553204402.06
Israel,ISR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,7.38758997088351,3.88389014940238
Israel,ISR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.1403242228951,27.412213789001
Italy,ITA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.12959165895971,1.22605707336602
Italy,ITA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.8135072735991,30.9498739181942
"Italy,ITA,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,656056674072.766,636152769354.213"
Italy,ITA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,597530269520.862,560326098494.117
Italy,ITA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.96301415973646,-1.12535608812918
Italy,ITA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.4614762392164,27.7443163412796
Jamaica,JAM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.22892060393532,3.63022149109923
Jamaica,JAM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,38.5638482851901,38.0360807474106
"Jamaica,JAM,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,5790629494.80051,6030893624.62189"
Jamaica,JAM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,8087838913.96943,8243796794.16281
Jamaica,JAM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.01232636396594,4.18132701704617
Jamaica,JAM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,51.414057756045,52.0745268861888
Japan,JPN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.75959970012927,-1.45849057319381
Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.3149455985223,17.4635264275221
"Japan,JPN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,929827552588.353,904632403731.961"
Japan,JPN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,922228472388.616,908591904960.75
Japan,JPN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.81356189473898,0.98830680692781
Japan,JPN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.2949862035848,17.7528916808924
Jordan,JOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Jordan,JOR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.7991158378548,36.3349404358171
"Jordan,JOR,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,15092676056.338,16170140845.0704"
Jordan,JOR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,22915774647.8873,21963521126.7606
Jordan,JOR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Jordan,JOR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,52.8367993528309,49.3528930606033
Kazakhstan,KAZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.59999999805939,2.00000000016244
Kazakhstan,KAZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.6252184252873,36.4389870990994
"Kazakhstan,KAZ,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,66345230456.6365,67295793717.6678"
Kazakhstan,KAZ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,46453964705.6103,51629140772.7225
Kazakhstan,KAZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.60000000076842,14.9000000000213
Kazakhstan,KAZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.9027380865315,28.419629452657
Kenya,KEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.77210127618369,-3.1576805283577
Kenya,KEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.541975333359,11.4279956869332
"Kenya,KEN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,11564054354.0726,11471244797.1384"
Kenya,KEN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,20167352977.161,20408407783.966
Kenya,KEN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.43388780976437,1.84449474208492
Kenya,KEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.8727778433835,20.3314661545478
Kiribati,KIR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-16.3390612669863,72.8508332152316
Kiribati,KIR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.05069661995076,14.9824067375102
"Kiribati,KIR,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,19150922.8250374,32515795.4637451"
Kiribati,KIR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,173538178.678091,180817476.661092
Kiribati,KIR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-9.02739053861156,14.0548846916335
Kiribati,KIR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,74.315739403455,83.3316472192665
Korea, Dem. People's Rep.,PRK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Korea, Dem. People's Rep.,PRK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Korea, Dem. People's Rep.,PRK,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Korea, Dem. People's Rep.,PRK,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Korea, Dem. People's Rep.,PRK,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Korea, Dem. People's Rep.,PRK,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Korea, Rep.,KOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.97593688547555,0.238336268539683
Korea, Rep.,KOR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.7132908430894,39.2758610673609
"Korea, Rep.,KOR,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,729944000000,660506800000"
Korea, Rep.,KOR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,643142886151.538,602460189255.229
Korea, Rep.,KOR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.71288223163985,-1.90936016809557
Korea, Rep.,KOR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,37.2755746703469,36.4812778978581
Kosovo,XKX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.06728422413509,7.55370092575298
Kosovo,XKX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.0534647196644,29.3126074591152
"Kosovo,XKX,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,2278377702.89558,2311537786.01406"
Kosovo,XKX,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4511505444.78863,4458675169.27596
Kosovo,XKX,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,10.9009548277837,4.50348393626294
Kosovo,XKX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,57.2616199514324,56.440801046233
Kuwait,KWT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.321929281571698,-8.49636666684022
Kuwait,KWT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,57.3114627869513,52.05825607288
"Kuwait,KWT,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,85198897798.8613,72833469298.7082"
Kuwait,KWT,Imports of goods and services (current US$),NE.IMP.GNFS.CD,63048258686.6961,55817806337.715
Kuwait,KWT,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.53782696377142,-18.2116545812544
Kuwait,KWT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,45.4741679111424,39.6274563105372
Kyrgyz Republic,KGZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-2.71531015123371,16.24580338902
Kyrgyz Republic,KGZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.6017300051143,33.4764696600324
"Kyrgyz Republic,KGZ,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,2734422358.21524,3107699962.28396"
Kyrgyz Republic,KGZ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5564289939.38436,5712149571.70613
Kyrgyz Republic,KGZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,7.42691126097814,6.12357476658585
Kyrgyz Republic,KGZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,67.2738298966465,60.9538126942615
Lao PDR,LAO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Lao PDR,LAO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Lao PDR,LAO,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,6393172198.46109,6985183366.76912"
Lao PDR,LAO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Lao PDR,LAO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Lao PDR,LAO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Latvia,LVA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.36305702648376,-0.570169295076283
Latvia,LVA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,63.8698186932234,62.5368430163073
"Latvia,LVA,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,21214505606.4103,20695129452.1101"
Latvia,LVA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,21399793243.0745,20771523762.3294
Latvia,LVA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.32887318764017,2.02745754117801
Latvia,LVA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,64.3642768665985,62.7547886916228
Lebanon,LBN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-4.6857088305039,-0.907659375494234
Lebanon,LBN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.7545211587566,20.6977589567577
"Lebanon,LBN,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,19160811512.833,18208410173.9912"
Lebanon,LBN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,26079751235.1575,21820628748.3913
Lebanon,LBN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.29700473918292,-9.54380849018179
Lebanon,LBN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,47.5027861456152,42.2831570534023
Lesotho,LSO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.26713578910307,-15.2054790557424
Lesotho,LSO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.8331114219045,46.2093281781161
"Lesotho,LSO,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1253535692.52089,1092702862.31118"
Lesotho,LSO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2418257076.54705,2254606913.26468
Lesotho,LSO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.13529752910392,-1.22858786671082
Lesotho,LSO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,94.6018440436975,94.3073053135637
Liberia,LBR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Liberia,LBR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Liberia,LBR,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,527345230.827327,554013270.790542"
Liberia,LBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Liberia,LBR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Liberia,LBR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Libya,LBY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,26.0286784105916,4.69948058306851
Libya,LBY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.6135044170514,42.35532240076
"Libya,LBY,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,29964100000,29325900000"
Libya,LBY,Imports of goods and services (current US$),NE.IMP.GNFS.CD,18533195308.0184,25373910344.4774
Libya,LBY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,28.7821648010201,36.2820985614086
Libya,LBY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.1676291797669,36.6386467842538
Liechtenstein,LIE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Liechtenstein,LIE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Liechtenstein,LIE,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,..,.."
Liechtenstein,LIE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Liechtenstein,LIE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Liechtenstein,LIE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Lithuania,LTU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.84003555852564,10.0413832063249
Lithuania,LTU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,74.5295191317116,76.8187229886379
"Lithuania,LTU,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,40378172946.236,42330722988.065"
Lithuania,LTU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,39433464608.6745,39443296204.549
Lithuania,LTU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.94009133381061,6.09650109316668
Lithuania,LTU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,72.6726133935094,71.5562730231805
Luxembourg,LUX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.61160449590624,5.99579184059344
Luxembourg,LUX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,197.501337465788,206.411649793168
"Luxembourg,LUX,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,139809877704.783,143736316298.189"
Luxembourg,LUX,Imports of goods and services (current US$),NE.IMP.GNFS.CD,117095615920.893,122963062245.27
Luxembourg,LUX,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,3.71120357863492,7.41136877885944
Luxembourg,LUX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,164.922567034797,175.936719409835
Macao SAR, China,MAC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.82909296984519,-2.2203875901625
Macao SAR, China,MAC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,82.6699616409331,82.706393125478
"Macao SAR, China,MAC,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,45626057701.3253,45556643415.4693"
Macao SAR, China,MAC,Imports of goods and services (current US$),NE.IMP.GNFS.CD,18320826479.3081,17624500184.0042
Macao SAR, China,MAC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,4.92475025610351,-4.08028202238356
Macao SAR, China,MAC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,33.1955190145603,31.9966707157961
Madagascar,MDG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.44929777879361,10.9121909979713
Madagascar,MDG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.5360236539412,28.4244012431975
"Madagascar,MDG,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,4407496132.23529,4081577089.50728"
Madagascar,MDG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4995646270.88017,4820540217.6801
Madagascar,MDG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.138021449961,4.55156252490012
Madagascar,MDG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.305481014417,34.1769218025153
Malawi,MWI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..
Malawi,MWI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
"Malawi,MWI,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,1152929010.15119,1446681182.82193"
Malawi,MWI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..
Malawi,MWI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..
Malawi,MWI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..
Malaysia,MYS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.93299044038197,-1.04474337511823
Malaysia,MYS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,68.554971419686,65.2777668428576
"Malaysia,MYS,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,245885974787.62,238361133830.799"
Malaysia,MYS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,221902484182.666,210893037728.698
Malaysia,MYS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.48826515630209,-2.3880981860255
Malaysia,MYS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,61.8476540824403,57.7507951850853
Maldives,MDV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.6605902426689,3.96813344093219
Maldives,MDV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.4483006484404,65.5134179053187
"Maldives,MDV,""Exports of goods and services (BoP, current US$)"",BX.GSR.GNFS.CD,3584303216.62412,3742126035.63197"
Maldives,MDV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4109616132.36603,4100560295.20708
Maldives,MDV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,14.0543025162596,-0.390099882483227
Maldives,MDV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,76.0428279296284,71.6118129174731
Mali,MLI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.0999999988573279,2.30000000059864
Mali,MLI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.5226637508643,25.7052911328497
